hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,bookingID,total_guests,total_stay,lead_time_group,Revenue,guest_type,is_loyal,has_changes,is_waiting,season,high_intent,price_per_person
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,206,2018,August,33,8,3,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0,Transient,250.0,0,0,Check-Out,2018-08-16,37499,3.0,8,long_term,2000.0,family/group,no,1,0,peak,0,83.33333333333333
"Anaheim Marriott Anaheim, CA",0,277,2018,September,37,5,2,5,2,0.0,0,HB,NOR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,0,Transient-Party,89.14,0,1,Check-Out,2018-09-12,37500,2.0,7,long_term,623.98,couple,no,0,0,normal,0,44.57
"Hotel Maria Cristina, San Sebastian San Sebastian, Spain",1,215,2018,November,46,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,177.09,0,0,Canceled,2018-05-11,37501,2.0,7,long_term,1239.63,couple,no,0,0,normal,0,88.545
"Frankfurt Marriott Hotel Frankfurt, Germany",1,4,2019,May,22,29,1,2,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0,Transient,152.0,0,1,Canceled,2019-05-26,37502,1.0,3,last_minute,456.0,solo,no,0,0,normal,0,152.0
"Colony Club, Barbados Barbados",0,293,2019,May,21,25,0,3,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,159.3,0,1,Check-Out,2019-05-28,37503,3.0,3,long_term,477.90000000000003,family/group,no,0,0,normal,0,53.1
"Albuquerque Airport Courtyard Albuquerque, NM",1,104,2019,April,17,24,1,4,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0,Transient,162.35,0,1,Canceled,2019-01-20,37504,3.0,5,long_term,811.75,family/group,no,1,0,normal,0,54.11666666666667
"Turtle Beach, Barbados Barbados",0,10,2018,May,19,3,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,5,A,A,0,No Deposit,14.0,0,Transient,42.0,0,1,Check-Out,2018-05-05,37505,1.0,2,short_term,84.0,solo,yes,0,0,normal,0,42.0
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",0,31,2019,April,15,10,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,122.5,0,2,Check-Out,2019-04-14,37506,4.0,4,medium_term,490.0,family/group,no,0,0,normal,1,30.625
"Courtyard by Marriott Aberdeen Airport Aberdeen, United Kingdom",0,51,2019,March,10,8,0,0,0,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,0,Transient,0.0,0,0,Check-Out,2019-03-08,37507,0.0,0,medium_term,0.0,family/group,no,1,0,normal,0,
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",0,0,2017,September,40,27,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient,170.0,0,0,Check-Out,2017-09-28,37508,2.0,1,last_minute,170.0,couple,no,0,0,normal,0,85.0
"Mt. Laurel Courtyard Mt. Laurel, NJ",0,0,2019,May,20,15,1,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,0,Transient,110.0,0,0,Check-Out,2019-05-18,37509,1.0,3,last_minute,330.0,solo,no,0,0,normal,0,110.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,1,2017,September,39,23,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,152.0,0,0,Check-Out,2017-09-24,37510,2.0,1,last_minute,152.0,couple,no,0,0,normal,0,76.0
"Sheraton Grand Rio Hotel & Resort Rio de Janeiro, Brazil",1,44,2018,November,48,22,2,6,2,0.0,0,BB,JEY,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,55.8,0,1,Canceled,2018-10-11,37511,2.0,8,medium_term,446.4,couple,no,0,0,normal,0,27.9
"Greensboro Courtyard Greensboro, NC",0,0,2019,May,18,3,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,0,Transient,150.0,0,0,Check-Out,2019-05-06,37512,2.0,3,last_minute,450.0,couple,no,0,0,normal,0,75.0
"The House, Barbados Barbados",1,199,2019,August,34,21,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,126.0,0,0,Canceled,2019-04-03,37513,2.0,7,long_term,882.0,couple,no,0,0,peak,0,63.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,131,2018,March,10,2,8,20,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0,Transient,31.45,0,1,Check-Out,2018-03-30,37514,2.0,28,long_term,880.6,couple,no,0,0,normal,0,15.725
"Baltimore BWI Airport Courtyard Linthicum, MD",0,1,2018,August,34,16,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0,Transient,209.0,0,1,Check-Out,2018-08-17,37515,2.0,1,last_minute,209.0,couple,no,0,0,peak,0,104.5
"Residence Inn Las Vegas Convention Center Las Vegas, NV ",0,15,2017,November,45,5,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,2,A,A,0,No Deposit,314.0,0,Transient,21.5,0,0,Check-Out,2017-11-06,37516,1.0,1,short_term,21.5,solo,no,0,0,normal,0,21.5
"W New York – Union Square New York, NY",0,3,2018,April,17,21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,110.0,1,0,Check-Out,2018-04-22,37517,2.0,1,last_minute,110.0,couple,no,0,0,normal,0,55.0
"Courtyard by Marriott Rio de Janeiro Barra da Tijuca Barra da Tijuca, Brazil",0,11,2017,August,35,29,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Contract,90.0,0,1,Check-Out,2017-08-30,37518,2.0,1,short_term,90.0,couple,no,0,0,peak,0,45.0
"Protea Hotel Fire & Ice! by Marriott Cape Town Cape Town, South Africa",1,315,2018,December,49,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,0,Transient,52.0,0,0,Canceled,2018-03-15,37519,2.0,2,long_term,104.0,couple,no,0,0,holiday,0,26.0
"Des Moines West/Clive Courtyard Clive, IA",0,131,2018,September,39,19,1,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,14.0,0,Transient,152.0,1,1,Check-Out,2018-09-25,37520,2.0,6,long_term,912.0,couple,no,0,0,normal,0,76.0
"Orlando International Drive/Convention Center Courtyard Orlando, FL",1,14,2018,March,14,30,2,8,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,132.0,0,0,Canceled,2018-03-16,37521,2.0,10,short_term,1320.0,couple,no,0,0,normal,0,66.0
"Albuquerque Airport Courtyard Albuquerque, NM",1,34,2017,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,0,Transient,90.0,0,0,Canceled,2017-11-17,37522,1.0,2,medium_term,180.0,solo,no,0,0,holiday,0,90.0
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,42,2017,November,45,4,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,60.0,0,0,Check-Out,2017-11-07,37523,2.0,3,medium_term,180.0,couple,no,0,0,normal,0,30.0
"W London – Leicester Square London, United Kingdom",0,155,2019,July,28,10,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,134.0,1,2,Check-Out,2019-07-14,37524,3.0,4,long_term,536.0,family/group,no,0,0,peak,1,44.666666666666664
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,3,2017,October,43,22,0,3,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,0,Contract,114.0,0,1,Check-Out,2017-10-25,37525,2.0,3,last_minute,342.0,couple,no,0,0,normal,0,57.0
"Sacramento Airport Natomas Courtyard Sacramento, CA",1,142,2018,April,17,22,2,3,2,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,0,Transient,103.0,0,0,Canceled,2018-01-18,37526,2.0,5,long_term,515.0,couple,no,0,0,normal,0,51.5
"Berlin Marriott Hotel Berlin, Germany",1,40,2018,October,41,5,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,125.55,0,0,Canceled,2018-08-27,37527,2.0,1,medium_term,125.55,couple,no,0,0,normal,0,62.775
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,225,2018,November,48,25,0,1,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,67.5,0,0,Canceled,2018-07-11,37528,2.0,1,long_term,67.5,couple,no,0,0,normal,0,33.75
"Courtyard by Marriott Toulouse Airport Toulouse, France",0,0,2019,April,17,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14.0,0,Transient,45.0,0,0,Check-Out,2019-04-28,37529,1.0,2,last_minute,90.0,solo,no,0,0,normal,0,45.0
"Berlin Marriott Hotel Berlin, Germany",0,115,2018,August,32,4,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,110.7,0,2,Check-Out,2018-08-09,37530,2.0,5,long_term,553.5,couple,no,0,0,peak,1,55.35
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",0,98,2017,November,48,23,1,2,1,0.0,0,BB,SVK,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,0,Transient-Party,70.0,0,0,Check-Out,2017-11-26,37531,1.0,3,long_term,210.0,solo,no,0,0,normal,0,70.0
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",1,195,2017,September,38,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,0,Transient,48.0,0,0,Canceled,2017-07-23,37532,2.0,2,long_term,96.0,couple,no,0,0,normal,0,24.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,92,2018,April,18,25,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,90.95,0,0,Canceled,2018-03-18,37533,2.0,4,long_term,363.8,couple,no,0,0,normal,0,45.475
"Leipzig Marriott Hotel Leipzig, Germany",0,25,2018,March,14,28,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0,Transient,60.0,0,1,Check-Out,2018-03-30,37534,2.0,2,short_term,120.0,couple,no,0,0,normal,0,30.0
"Sheraton Lima Hotel & Convention Center Lima, Peru",1,16,2019,April,17,29,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,111.0,0,0,Canceled,2019-04-18,37535,2.0,2,short_term,222.0,couple,no,0,0,normal,0,55.5
"Baton Rouge Acadian Centre/LSU Area Courtyard Baton Rouge, LA",1,46,2018,May,20,8,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,0,Transient,95.0,0,0,Canceled,2018-04-29,37536,2.0,5,medium_term,475.0,couple,no,0,0,normal,0,47.5
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",1,155,2018,December,53,26,1,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,115.6,0,1,Canceled,2018-09-22,37537,3.0,4,long_term,462.4,family/group,no,0,0,holiday,0,38.53333333333333
"Protea Hotel by Marriott O.R. Tambo Airport Johannesburg, South Africa",0,58,2018,June,24,10,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,G,5,No Deposit,9.0,0,Transient,116.1,0,1,Check-Out,2018-06-11,37538,2.0,1,medium_term,116.1,couple,no,1,0,peak,0,58.05
"St. Louis Downtown West Courtyard St. Louis, MO",0,217,2019,May,19,8,2,5,1,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,2,No Deposit,434.0,61,Transient-Party,62.0,0,0,Check-Out,2019-05-15,37539,1.0,7,long_term,434.0,solo,no,1,1,normal,0,62.0
"Colony Club, Barbados Barbados",0,47,2017,October,43,22,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,94.5,0,1,Check-Out,2017-10-23,37540,2.0,1,medium_term,94.5,couple,no,0,0,normal,0,47.25
"Anaheim Marriott Anaheim, CA",0,0,2018,December,52,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,14.0,0,Transient,39.0,1,1,Check-Out,2018-12-22,37541,1.0,1,last_minute,39.0,solo,yes,0,0,holiday,0,39.0
"Frankfurt Marriott Hotel Frankfurt, Germany",0,74,2017,October,44,30,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0,Transient,47.74,0,1,Check-Out,2017-11-03,37542,2.0,4,medium_term,190.96,couple,no,0,0,normal,0,23.87
"Crystal Cove, Barbados Barbados",0,157,2019,May,21,26,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,126.0,0,1,Check-Out,2019-05-28,37543,2.0,2,long_term,252.0,couple,no,0,0,normal,0,63.0
"W Barcelona Barcelona, Spain",0,342,2018,September,40,29,2,4,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,201.0,0,Transient-Party,36.0,0,0,Check-Out,2018-10-05,37544,1.0,6,long_term,216.0,solo,no,0,0,normal,0,36.0
"The St. Regis Osaka Osaka, Japan",0,6,2018,February,10,28,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0,Transient,80.2,0,0,Check-Out,2018-03-06,37545,2.0,7,last_minute,561.4,couple,no,0,0,normal,0,40.1
"Heidelberg Marriott Hotel Heidelberg, Germany",0,41,2017,October,42,16,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,105.9,0,2,Check-Out,2017-10-19,37546,2.0,3,medium_term,317.70000000000005,couple,no,0,0,normal,1,52.95
"Protea Hotel by Marriott Midrand Midrand, South Africa",0,26,2017,October,41,4,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,0,Transient,80.85,0,1,Check-Out,2017-10-07,37547,2.0,3,short_term,242.54999999999998,couple,no,0,0,normal,0,40.425
"W New York – Union Square New York, NY",0,41,2018,August,35,27,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0,Transient,241.0,0,1,Check-Out,2018-08-30,37548,2.0,3,medium_term,723.0,couple,no,0,0,peak,0,120.5
"Spokane Downtown at the Convention Center Courtyard Spokane, WA",1,240,2019,July,27,3,3,8,2,1.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,167.85,0,1,Canceled,2018-11-08,37549,3.0,11,long_term,1846.35,family/group,no,0,0,peak,0,55.949999999999996
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,429,2018,September,39,23,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,330,Transient-Party,65.0,0,0,Check-Out,2018-09-25,37550,2.0,2,long_term,130.0,couple,no,0,1,normal,0,32.5
"Marriott Puerto Vallarta Resort & Spa Puerto Vallarta, Mexico",0,211,2019,June,22,1,1,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,107.1,0,0,Check-Out,2019-06-05,37551,2.0,4,long_term,428.4,couple,no,0,0,peak,0,53.55
"Irvine John Wayne Airport/Orange County Courtyard Irvine, CA",1,112,2019,April,14,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,14.0,0,Transient,95.0,0,0,Canceled,2019-01-20,37552,2.0,2,long_term,190.0,couple,no,0,0,normal,0,47.5
"Albuquerque Airport Courtyard Albuquerque, NM",1,187,2018,July,28,8,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,105.3,0,0,Canceled,2018-01-03,37553,2.0,2,long_term,210.6,couple,no,0,0,peak,0,52.65
"Crystal Cove, Barbados Barbados",0,457,2019,August,34,25,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,6.0,0,Transient-Party,95.5,0,1,Check-Out,2019-08-27,37554,1.0,2,long_term,191.0,solo,no,1,0,peak,0,95.5
"Greensboro Courtyard Greensboro, NC",0,9,2017,September,39,20,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2017-09-25,37555,2.0,5,short_term,375.0,couple,no,0,0,normal,0,37.5
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",1,119,2018,May,20,13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,73.0,0,2,Canceled,2018-01-18,37556,2.0,4,long_term,292.0,couple,no,0,0,normal,1,36.5
"The Ritz-Carlton, Berlin Berlin, Germany",1,46,2019,January,1,1,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14.0,0,Transient-Party,65.0,0,0,Canceled,2018-11-18,37557,2.0,2,medium_term,130.0,couple,no,0,0,normal,0,32.5
"Greensboro Courtyard Greensboro, NC",1,360,2018,August,33,13,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,113.4,0,2,Canceled,2017-08-31,37558,2.0,4,long_term,453.6,couple,no,0,0,peak,1,56.7
"Treasure Beach, Barbados Barbados",0,175,2018,July,31,25,3,6,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71.0,0,Transient,128.0,0,0,Check-Out,2018-08-03,37559,2.0,9,long_term,1152.0,couple,no,0,0,peak,0,64.0
"Anaheim Marriott Anaheim, CA",1,270,2018,April,17,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,187,Transient-Party,62.8,0,0,Canceled,2018-01-28,37560,2.0,4,long_term,251.2,couple,no,0,1,normal,0,31.4
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,57,2017,July,29,15,0,2,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305.0,0,Transient,107.0,0,0,Check-Out,2017-07-17,37561,2.0,2,medium_term,214.0,couple,no,0,0,peak,0,53.5
"Sheraton Lima Hotel & Convention Center Lima, Peru",0,9,2018,September,39,22,0,1,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,0,Transient,119.2,0,0,Check-Out,2018-09-23,37562,1.0,1,short_term,119.2,solo,no,0,0,normal,0,119.2
"Orlando Airport Courtyard Orlando, FL",0,141,2018,June,24,9,2,5,2,0.0,0,FB,POL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0,Transient,105.56,0,0,Check-Out,2018-06-16,37563,2.0,7,long_term,738.9200000000001,couple,no,0,0,peak,0,52.78
"Sheraton Mexico City Maria Isabel Hotel Mexico City, Mexico",0,7,2019,May,21,24,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0,Transient,42.0,0,0,Check-Out,2019-05-25,37564,1.0,1,last_minute,42.0,solo,no,0,0,normal,0,42.0
"Courtyard by Marriott Paris Gare de Lyon Paris, France",1,73,2019,April,14,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,0,Transient,105.0,0,0,Canceled,2019-01-20,37565,2.0,4,medium_term,420.0,couple,no,0,0,normal,0,52.5
"The Ritz-Carlton, Tokyo Tokyo, Japan",0,8,2017,November,45,5,0,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,0,Transient,99.5,0,0,Check-Out,2017-11-07,37566,2.0,2,short_term,199.0,couple,no,0,0,normal,0,49.75
"Colony Club, Barbados Barbados",0,34,2018,February,9,22,1,2,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,77.6,0,2,Check-Out,2018-02-25,37567,3.0,3,medium_term,232.79999999999998,family/group,no,0,0,normal,1,25.866666666666664
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,26,2019,February,6,11,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,0,Transient,75.0,0,0,Check-Out,2019-02-14,37568,2.0,3,short_term,225.0,couple,no,0,0,normal,0,37.5
"Sacramento Airport Natomas Courtyard Sacramento, CA",0,29,2019,June,23,4,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,190.0,0,1,Check-Out,2019-06-08,37569,2.0,4,short_term,760.0,couple,no,0,0,peak,0,95.0
"Colony Club, Barbados Barbados",1,134,2019,July,27,8,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0,Transient,128.79,0,0,Canceled,2019-02-26,37570,2.0,4,long_term,515.16,couple,no,0,0,peak,0,64.395
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",1,35,2019,July,28,15,1,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,130.0,0,1,Canceled,2019-06-20,37571,2.0,2,medium_term,260.0,couple,no,0,0,peak,0,65.0
"Courtyard by Marriott Paris Gare de Lyon Paris, France",0,12,2017,August,34,18,0,2,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,110.0,0,2,Check-Out,2017-08-20,37572,3.0,2,short_term,220.0,family/group,no,0,0,peak,1,36.666666666666664
"The Westin Peachtree Plaza, Atlanta Atlanta, GA ",1,273,2018,May,20,13,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,0,Transient,95.0,0,0,Canceled,2017-12-18,37573,2.0,3,long_term,285.0,couple,no,0,0,normal,0,47.5
"The Ritz-Carlton, Berlin Berlin, Germany",0,28,2018,June,25,14,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,0,Transient,108.42,0,1,Check-Out,2018-06-17,37574,1.0,3,short_term,325.26,solo,no,0,0,peak,0,108.42
"Berlin Marriott Hotel Berlin, Germany",0,8,2018,December,53,28,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,1,0,1,A,A,1,No Deposit,9.0,0,Transient,0.0,0,2,Check-Out,2018-12-29,37575,2.0,1,short_term,0.0,couple,yes,1,0,holiday,1,0.0
"African Pride Melrose Arch, Autograph Collection Johannesburg, South Africa",0,1,2018,April,15,5,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,330.0,0,Transient,67.5,1,0,Check-Out,2018-04-06,37576,1.0,1,last_minute,67.5,solo,no,0,0,normal,0,67.5
"Renaissance New York Times Square Hotel New York, NY",1,234,2019,April,16,22,2,5,2,0.0,0,FB,PRT,Groups,Corporate,0,0,0,C,C,0,No Deposit,14.0,0,Transient-Party,89.0,0,0,Canceled,2019-03-30,37577,2.0,7,long_term,623.0,couple,no,0,0,normal,0,44.5
"Berlin Marriott Hotel Berlin, Germany",0,0,2018,September,39,19,1,0,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,0,Transient,103.0,0,0,Check-Out,2018-09-20,37578,1.0,1,last_minute,103.0,solo,no,1,0,normal,0,103.0
"Tamarind, Barbados Barbados",0,71,2018,September,38,14,2,5,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83.0,0,Transient,137.53,0,0,Check-Out,2018-09-21,37579,3.0,7,medium_term,962.71,family/group,no,0,0,normal,0,45.843333333333334
"Baltimore BWI Airport Courtyard Linthicum, MD",1,6,2018,April,16,16,1,1,2,0.0,0,SC,BGD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,104.0,0,0,Canceled,2018-04-10,37580,2.0,2,last_minute,208.0,couple,no,0,0,normal,0,52.0
"Protea Hotel by Marriott Cape Town Sea Point Cape Town, South Africa",0,118,2017,August,33,10,2,5,2,0.0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient,142.3,0,1,Check-Out,2017-08-17,37581,3.0,7,long_term,996.1000000000001,family/group,no,0,0,peak,0,47.43333333333334
"W New York – Union Square New York, NY",0,152,2017,August,34,22,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.6,0,1,Check-Out,2017-08-29,37582,2.0,7,long_term,844.1999999999999,couple,no,0,0,peak,0,60.3
"Protea Hotel Fire & Ice! by Marriott Johannesburg Melrose Arch Johannesburg, South Africa",0,43,2019,February,8,19,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,98.0,0,2,Check-Out,2019-02-21,37583,2.0,2,medium_term,196.0,couple,no,0,0,normal,1,49.0
"Mt. Laurel Courtyard Mt. Laurel, NJ",1,162,2019,April,13,1,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296.0,0,Transient-Party,98.0,0,0,Canceled,2019-01-10,37584,2.0,3,long_term,294.0,couple,no,0,0,normal,0,49.0
"Cape Town Marriott Hotel Crystal Towers Cape Town, South Africa",0,542,2018,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0,Transient-Party,70.0,0,0,Check-Out,2018-10-03,37585,2.0,7,long_term,490.0,couple,no,0,0,normal,0,35.0
"Baltimore BWI Airport Courtyard Linthicum, MD",0,4,2019,July,28,10,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,0,Transient,79.54,0,0,Check-Out,2019-07-11,37586,1.0,1,last_minute,79.54,solo,no,0,0,peak,0,79.54
